order_id,customer_id,sku,quantity,unit_price,order_date,channel,sales_amount,category,cost,active,name,country,segment,margin_amount,year_month
O001500,C0068,SKU0011,42,58.67,2024-10-01,retail,2464.14,Luxury,23.93,1,Andrés Silva,Spain,Wholesale,1459.0800000000002,2024-10
O000265,C0050,SKU0026,44,28.03,2024-07-03,wholesale,1233.3200000000002,Standard,6.77,1,Andrés Silva,France,Retail,935.44,2024-07
O000292,C0181,SKU0046,6,45.79,2025-08-12,ecommerce,274.74,Seasonal,13.79,1,Andrés Ortiz,Chile,Retail,192.0,2025-08
O001297,C0021,SKU0050,20,57.29,2024-09-03,export,1145.8,Standard,14.34,1,Paula Silva,Netherlands,Retail,859.0,2024-09
O000600,C0073,SKU0037,38,68.19,2024-08-30,wholesale,2591.22,Gift Box,20.7,0,Jorge Castro,Germany,Retail,1804.62,2024-08
O000984,C0174,SKU0049,9,46.62,2024-04-26,retail,419.58,Luxury,20.78,1,Fernando Ortiz,France,Wholesale,232.55999999999997,2024-04
O000155,C0048,SKU0044,37,36.03,2025-11-02,wholesale,1333.1100000000001,Standard,15.86,1,Carlos Gómez,Mexico,Distributor,746.2900000000001,2025-11
O001364,C0045,SKU0035,8,41.34,2025-01-19,ecommerce,330.72,Luxury,16.47,1,María Flores,Ecuador,E-commerce,198.96000000000004,2025-01
O000023,C0082,SKU0012,28,62.39,2025-07-12,ecommerce,1746.92,Standard,23.24,1,Valentina Pérez,Germany,Distributor,1096.2000000000003,2025-07
O000844,C0184,SKU0030,30,9.31,2026-01-18,export,279.3,Standard,5.77,1,Luis Rojas,UK,Wholesale,106.20000000000003,2026-01
O001420,C0153,SKU0024,1,35.89,2025-09-23,wholesale,35.89,Seasonal,18.59,1,Miguel Sánchez,Chile,Wholesale,17.3,2025-09
O001421,C0144,SKU0044,2,75.76,2024-10-09,export,151.52,Standard,15.86,1,Ana Reyes,Germany,Distributor,119.80000000000001,2024-10
O000867,C0022,SKU0007,7,61.4,2024-12-12,ecommerce,429.8,Seasonal,10.88,1,Diego Vargas,Spain,Distributor,353.64,2024-12
O001384,C0143,SKU0018,4,23.98,2024-05-13,ecommerce,95.92,Luxury,20.89,0,Andrés Herrera,Canada,E-commerce,12.36,2024-05
O001440,C0115,SKU0015,1,64.7,2025-03-03,ecommerce,64.7,Standard,15.24,1,Jorge Flores,Netherlands,Wholesale,49.46,2025-03
O001238,C0199,SKU0050,17,30.79,2024-11-18,export,523.43,Standard,14.34,1,Andrés Ortiz,Spain,Wholesale,279.65,2024-11
O000259,C0040,SKU0022,1,44.83,2025-10-28,ecommerce,44.83,Gift Box,19.43,1,Carlos Ortiz,UK,E-commerce,25.4,2025-10
O000228,C0105,SKU0043,33,53.96,2025-10-22,ecommerce,1780.68,Standard,7.6,1,Sofía Castro,France,Distributor,1529.8799999999999,2025-10
O000317,C0198,SKU0009,22,65.47,2025-06-17,ecommerce,1440.34,Seasonal,18.4,1,Diego Castro,USA,Retail,1035.54,2025-06
O001047,C0013,SKU0022,25,34.36,2024-03-10,wholesale,859.0,Gift Box,19.43,1,Camila Herrera,France,E-commerce,373.25,2024-03
O000108,C0019,SKU0027,31,28.65,2024-10-26,wholesale,888.15,Seasonal,16.9,1,Andrés Pérez,Mexico,Distributor,364.25,2024-10
O001385,C0010,SKU0048,8,56.99,2024-02-03,export,455.92,Gift Box,20.04,1,Lucía Silva,Ecuador,E-commerce,295.6,2024-02
O001159,C0192,SKU0039,40,65.79,2024-10-03,retail,2631.6000000000004,,9.32,1,Miguel Flores,UK,Retail,2258.8,2024-10
O000428,C0046,SKU0044,8,23.68,2025-08-26,wholesale,189.44,Standard,15.86,1,Fernando Reyes,Chile,Retail,62.56,2025-08
O000086,C0187,SKU0047,34,61.66,2024-06-08,ecommerce,2096.44,Luxury,14.98,0,Lucía Flores,USA,Retail,1587.1199999999997,2024-06
O000878,C0165,SKU0044,13,28.45,2024-10-09,retail,369.84999999999997,Standard,15.86,1,Daniela Ortiz,Germany,,163.67,2024-10
O000846,C0171,SKU0007,34,44.81,2025-12-27,wholesale,1523.54,Seasonal,10.88,1,Daniela Flores,USA,Wholesale,1153.62,2025-12
O001480,C0171,SKU0034,42,30.83,2024-05-28,export,1294.86,Gift Box,6.94,1,Daniela Flores,USA,Wholesale,1003.3799999999999,2024-05
O000593,C0042,SKU0017,29,74.47,2024-03-27,export,2159.63,Gift Box,17.7,1,Lucía Flores,France,Distributor,1646.33,2024-03
O000611,C0035,SKU0054,34,30.02,2025-05-17,export,1020.68,Standard,6.46,1,Valentina Pérez,Mexico,Distributor,801.04,2025-05
O001497,C0135,SKU0019,49,15.42,2024-05-17,export,755.58,Luxury,15.19,1,Fernando Gómez,France,Distributor,11.270000000000021,2024-05
O000525,C0074,SKU0018,20,40.6,2024-09-11,ecommerce,812.0,Luxury,20.89,0,Sofía Sánchez,USA,Corporate,394.20000000000005,2024-09
O000031,C0139,SKU0017,26,35.43,2024-10-19,retail,921.18,Gift Box,17.7,1,Andrés Herrera,Spain,Wholesale,460.98,2024-10
O000011,C0161,SKU0002,38,54.43,2025-02-05,ecommerce,2068.34,Seasonal,14.04,1,Ana Herrera,Chile,Corporate,1534.82,2025-02
O000942,C0177,SKU0036,29,49.46,2024-04-05,ecommerce,1434.34,,6.94,1,Jorge Torres,France,E-commerce,1233.0800000000002,2024-04
O000439,C0085,SKU0019,45,50.2,2024-07-13,wholesale,2259.0,Luxury,15.19,1,Miguel Reyes,UK,Distributor,1575.4500000000003,2024-07
O000343,C0126,SKU0003,6,39.67,2025-05-29,retail,238.02,Seasonal,12.75,0,Diego Pérez,Netherlands,Wholesale,161.52,2025-05
O001176,C0094,SKU0002,47,70.99,2024-07-05,ecommerce,3336.5299999999997,Seasonal,14.04,1,Miguel Rojas,Spain,Wholesale,2676.6499999999996,2024-07
O000459,C0165,SKU0045,13,77.05,2024-04-16,wholesale,1001.65,Premium,16.02,0,Daniela Ortiz,Germany,,793.39,2024-04
O000840,C0157,SKU0026,7,12.87,2025-11-18,ecommerce,90.08999999999999,Standard,6.77,1,Daniela Gómez,USA,,42.699999999999996,2025-11
O000670,C0170,SKU0012,30,69.92,2024-06-25,wholesale,2097.6,Standard,23.24,1,Camila Ramírez,Ecuador,E-commerce,1400.4,2024-06
O001126,C0137,SKU0042,3,40.15,2025-05-29,export,120.44999999999999,Gift Box,16.94,1,Luis Rojas,UK,Corporate,69.63,2025-05
O000126,C0186,SKU0029,12,31.08,2024-06-26,ecommerce,372.96,Standard,19.24,0,Carlos Ramírez,Germany,Retail,142.07999999999998,2024-06
O000258,C0190,SKU0002,23,14.11,2025-01-08,wholesale,324.53,Seasonal,14.04,1,Carlos Mendoza,Spain,Retail,1.6100000000000065,2025-01
O001191,C0074,SKU0013,40,61.07,2024-03-21,retail,2442.8,Luxury,14.1,1,Sofía Sánchez,USA,Corporate,1878.8,2024-03
O001258,C0088,SKU0058,2,22.16,2024-03-26,retail,44.32,Luxury,20.26,1,Carlos Sánchez,Spain,Distributor,3.799999999999997,2024-03
O000314,C0080,SKU0006,21,55.96,2024-01-23,export,1175.16,Gift Box,11.69,1,Ana Reyes,UK,Retail,929.6700000000001,2024-01
O001242,C0106,SKU0047,30,73.47,2025-12-11,wholesale,2204.1,Luxury,14.98,0,Fernando Torres,France,Retail,1754.6999999999998,2025-12
O001059,C0008,SKU0049,9,57.2,2024-07-30,wholesale,514.8000000000001,Luxury,20.78,1,Diego Gómez,UK,Corporate,327.78000000000003,2024-07
O000005,C0069,SKU0046,24,62.6,2024-09-18,wholesale,1502.4,Seasonal,13.79,1,Miguel Sánchez,Ecuador,E-commerce,1171.44,2024-09
O001062,C0177,SKU0038,35,26.03,2025-02-08,ecommerce,911.0500000000001,Gift Box,23.87,1,Jorge Torres,France,E-commerce,75.60000000000001,2025-02
O000199,C0102,SKU0004,27,51.22,2024-11-16,retail,1382.94,Seasonal,8.88,1,Miguel Silva,USA,Corporate,1143.1799999999998,2024-11
O000629,C0073,SKU0034,10,65.47,2024-02-15,ecommerce,654.7,Gift Box,6.94,1,Jorge Castro,Germany,Retail,585.3,2024-02
O000410,C0108,SKU0031,40,58.75,2025-03-26,wholesale,2350.0,Standard,23.65,0,Sofía Pérez,UK,Distributor,1404.0,2025-03
O001253,C0134,SKU0055,19,10.62,2024-12-28,ecommerce,201.77999999999997,Premium,5.84,1,Camila Castro,Netherlands,Corporate,90.82,2024-12
O000717,C0154,SKU0033,11,22.58,2025-06-03,retail,248.38,Standard,24.14,1,Lucía Vargas,,Distributor,-17.160000000000025,2025-06
O001319,C0005,SKU0015,22,57.03,2025-11-28,retail,1254.66,Standard,15.24,1,Daniela Gómez,Germany,Distributor,919.38,2025-11
O000175,C0087,SKU0025,7,17.26,2025-03-20,retail,120.82000000000001,Luxury,22.08,0,Diego Pérez,Ecuador,Retail,-33.73999999999998,2025-03
O001274,C0113,SKU0015,47,55.43,2026-01-25,ecommerce,2605.21,Standard,15.24,1,Lucía Morales,Netherlands,Retail,1888.9299999999998,2026-01
O001080,C0053,SKU0042,14,19.72,2025-01-22,ecommerce,276.08,Gift Box,16.94,1,Miguel Ramírez,Spain,Retail,38.919999999999966,2025-01
O000470,C0199,SKU0005,35,58.03,2024-02-19,ecommerce,2031.05,Standard,11.72,1,Andrés Ortiz,Spain,Wholesale,1620.8500000000001,2024-02
O000203,C0128,SKU0003,38,38.5,2025-03-07,export,1463.0,Seasonal,12.75,0,Jorge Vargas,France,Retail,978.5,2025-03
O000953,C0187,SKU0018,4,40.98,2026-01-01,ecommerce,163.92,Luxury,20.89,0,Lucía Flores,USA,Retail,80.35999999999999,2026-01
O000596,C0165,SKU0059,19,13.27,2024-06-13,wholesale,252.13,Luxury,18.1,1,Daniela Ortiz,Germany,,-91.77000000000004,2024-06
O000632,C0129,SKU0036,11,79.75,2025-01-21,ecommerce,877.25,,6.94,1,Lucía Ortiz,Netherlands,Retail,800.9100000000001,2025-01
O000178,C0100,SKU0013,23,33.92,2025-02-08,retail,780.1600000000001,Luxury,14.1,1,Paula Castro,USA,Retail,455.86,2025-02
O000276,C0087,SKU0013,8,55.67,2025-12-05,export,445.36,Luxury,14.1,1,Diego Pérez,Ecuador,Retail,332.56,2025-12
O000889,C0135,SKU0012,8,31.05,2024-11-07,ecommerce,248.4,Standard,23.24,1,Fernando Gómez,France,Distributor,62.48000000000002,2024-11
O000413,C0160,SKU0005,32,56.13,2024-01-20,retail,1796.16,Standard,11.72,1,Paula Gómez,France,E-commerce,1421.1200000000001,2024-01
O000014,C0186,SKU0032,2,43.75,2025-01-25,retail,87.5,Premium,6.89,1,Carlos Ramírez,Germany,Retail,73.72,2025-01
O000484,C0128,SKU0045,4,11.94,2024-02-16,ecommerce,47.76,Premium,16.02,0,Jorge Vargas,France,Retail,-16.32,2024-02
O001459,C0027,SKU0016,39,61.41,2025-03-31,ecommerce,2394.99,Standard,21.82,1,Camila Ramírez,,Corporate,1544.0099999999998,2025-03
O001448,C0146,SKU0031,31,69.8,2024-08-27,wholesale,2163.7999999999997,Standard,23.65,0,Andrés Ortiz,Mexico,Wholesale,1430.6499999999999,2024-08
O000476,C0085,SKU0021,31,39.11,2024-08-26,wholesale,1212.41,Luxury,6.94,1,Miguel Reyes,UK,Distributor,997.2700000000001,2024-08
O001268,C0054,SKU0034,1,44.12,2025-01-16,export,44.12,Gift Box,6.94,1,Lucía Morales,Germany,Wholesale,37.18,2025-01
O000539,C0075,SKU0049,24,33.56,2025-04-04,retail,805.44,Luxury,20.78,1,Luis Ramírez,UK,Distributor,306.72,2025-04
O000616,C0027,SKU0057,44,73.9,2025-07-16,wholesale,3251.6000000000004,Luxury,12.79,1,Camila Ramírez,,Corporate,2688.84,2025-07
O000978,C0011,SKU0015,6,73.2,2025-09-15,wholesale,439.20000000000005,Standard,15.24,1,María Pérez,Netherlands,Wholesale,347.76,2025-09
O000118,C0113,SKU0001,25,55.24,2024-04-24,ecommerce,1381.0,Gift Box,6.94,1,Lucía Morales,Netherlands,Retail,1207.5,2024-04
O000537,C0078,SKU0033,16,73.17,2024-05-25,retail,1170.72,Standard,24.14,1,Carlos Sánchez,Canada,,784.48,2024-05
O001121,C0066,SKU0046,43,41.63,2025-08-06,export,1790.0900000000001,Seasonal,13.79,1,Sofía Castro,Spain,Distributor,1197.1200000000001,2025-08
O001122,C0139,SKU0058,49,31.27,2024-04-15,wholesale,1532.23,Luxury,20.26,1,Andrés Herrera,Spain,Wholesale,539.4899999999999,2024-04
O000642,C0182,SKU0011,44,44.67,2025-03-21,ecommerce,1965.48,Luxury,23.93,1,Camila Reyes,USA,Corporate,912.5600000000001,2025-03
O000603,C0047,SKU0037,20,31.27,2025-10-18,retail,625.4,Gift Box,20.7,0,Sofía Ortiz,Germany,E-commerce,211.4,2025-10
O001202,C0189,SKU0008,6,36.8,2024-07-15,ecommerce,220.79999999999998,Gift Box,11.97,0,Daniela Silva,Canada,Corporate,148.98,2024-07
O001181,C0118,SKU0044,4,28.25,2024-08-28,wholesale,113.0,Standard,15.86,1,Luis Vargas,USA,E-commerce,49.56,2024-08
O000881,C0125,SKU0029,41,19.93,2024-03-25,ecommerce,817.13,Standard,19.24,0,Paula Vargas,Mexico,Corporate,28.290000000000052,2024-03
O000164,C0067,SKU0024,49,19.41,2025-10-11,ecommerce,951.09,Seasonal,18.59,1,Fernando Castro,Chile,Distributor,40.180000000000014,2025-10
O000112,C0145,SKU0009,34,75.36,2025-07-29,retail,2562.24,Seasonal,18.4,1,Paula Mendoza,Chile,Corporate,1936.64,2025-07
O000345,C0185,SKU0012,17,10.88,2024-12-08,retail,184.96,Standard,23.24,1,María Vargas,Germany,Retail,-210.11999999999995,2024-12
O001182,C0037,SKU0012,12,55.53,2025-10-04,wholesale,666.36,Standard,23.24,1,Andrés Ramírez,Mexico,E-commerce,387.4800000000001,2025-10
O001069,C0083,SKU0003,21,25.47,2025-06-28,wholesale,534.87,Seasonal,12.75,0,Jorge Pérez,USA,E-commerce,267.12,2025-06
O000483,C0144,SKU0054,10,22.57,2025-08-15,ecommerce,225.7,Standard,6.46,1,Ana Reyes,Germany,Distributor,161.1,2025-08
O001324,C0122,SKU0028,44,25.02,2025-02-10,wholesale,1100.8799999999999,Gift Box,6.0,1,Andrés Rojas,UK,Retail,836.88,2025-02
O000954,C0166,SKU0021,17,35.46,2024-06-07,ecommerce,602.82,Luxury,6.94,1,Andrés Torres,,Distributor,484.84,2024-06
O000131,C0199,SKU0002,40,68.16,2026-01-28,wholesale,2726.3999999999996,Seasonal,14.04,1,Andrés Ortiz,Spain,Wholesale,2164.7999999999997,2026-01
O001285,C0085,SKU0012,28,13.9,2024-09-01,retail,389.2,Standard,23.24,1,Miguel Reyes,UK,Distributor,-261.5199999999999,2024-09
O001292,C0171,SKU0050,22,77.62,2024-02-09,retail,1707.64,Standard,14.34,1,Daniela Flores,USA,Wholesale,1392.16,2024-02
O000339,C0124,SKU0059,26,52.71,2025-10-22,retail,1370.46,Luxury,18.1,1,Carlos Castro,Germany,Corporate,899.86,2025-10
O000887,C0062,SKU0004,47,9.89,2025-04-04,ecommerce,464.83000000000004,Seasonal,8.88,1,Miguel Mendoza,France,Retail,47.46999999999999,2025-04
O001063,C0062,SKU0018,28,61.72,2025-07-26,ecommerce,1728.1599999999999,Luxury,20.89,0,Miguel Mendoza,France,Retail,1143.24,2025-07
O000073,C0007,SKU0013,26,66.48,2024-11-19,wholesale,1728.48,Luxury,14.1,1,Luis Pérez,Ecuador,E-commerce,1361.88,2024-11
O000515,C0156,SKU0042,31,18.98,2025-02-07,wholesale,588.38,Gift Box,16.94,1,Lucía Reyes,UK,Corporate,63.239999999999974,2025-02
O001229,C0146,SKU0049,46,47.1,2024-03-28,ecommerce,2166.6,Luxury,20.78,1,Andrés Ortiz,Mexico,Wholesale,1210.72,2024-03
O000516,C0135,SKU0033,41,19.63,2024-07-17,retail,804.8299999999999,Standard,24.14,1,Fernando Gómez,France,Distributor,-184.91000000000005,2024-07
O001214,C0152,SKU0058,20,14.22,2024-05-07,wholesale,284.40000000000003,Luxury,20.26,1,Carlos Rojas,Canada,Retail,-120.80000000000001,2024-05
O000379,C0018,SKU0035,45,22.67,2025-02-26,export,1020.1500000000001,Luxury,16.47,1,Daniela Reyes,USA,Retail,279.0000000000001,2025-02
O000013,C0007,SKU0044,49,48.83,2026-01-02,wholesale,2392.67,Standard,15.86,1,Luis Pérez,Ecuador,E-commerce,1615.53,2026-01
O000448,C0087,SKU0007,16,13.26,2025-03-04,ecommerce,212.16,Seasonal,10.88,1,Diego Pérez,Ecuador,Retail,38.079999999999984,2025-03
O000967,C0091,SKU0047,49,67.36,2024-02-24,ecommerce,3300.64,Luxury,14.98,0,Lucía Mendoza,Germany,Corporate,2566.62,2024-02
O000209,C0187,SKU0034,29,25.57,2025-02-04,ecommerce,741.53,Gift Box,6.94,1,Lucía Flores,USA,Retail,540.27,2025-02
O000304,C0167,SKU0019,49,54.72,2025-04-18,export,2681.2799999999997,Luxury,15.19,1,Andrés Mendoza,Spain,Distributor,1936.97,2025-04
O000577,C0077,SKU0002,19,21.03,2024-07-08,export,399.57000000000005,Seasonal,14.04,1,Daniela Torres,Spain,Distributor,132.81000000000003,2024-07
O000621,C0173,SKU0015,2,44.02,2024-04-22,retail,88.04,Standard,15.24,1,Fernando Pérez,France,Distributor,57.56,2024-04
O001302,C0005,SKU0052,2,30.74,2025-09-17,ecommerce,61.48,Standard,23.56,1,Daniela Gómez,Germany,Distributor,14.36,2025-09
O001060,C0127,SKU0023,32,8.12,2026-01-25,retail,259.84,Standard,8.25,1,María Gómez,Ecuador,Wholesale,-4.160000000000025,2026-01
O000566,C0036,SKU0003,7,36.45,2025-10-12,retail,255.15000000000003,Seasonal,12.75,0,Ana Castro,Ecuador,E-commerce,165.90000000000003,2025-10
O001372,C0004,SKU0045,46,55.68,2024-06-16,export,2561.28,Premium,16.02,0,Carlos Torres,Germany,E-commerce,1824.36,2024-06
O000694,C0034,SKU0005,46,15.5,2025-01-27,ecommerce,713.0,Standard,11.72,1,Luis Gómez,Netherlands,E-commerce,173.87999999999997,2025-01
O001141,C0155,SKU0015,39,27.53,2024-08-22,ecommerce,1073.67,Standard,15.24,1,Valentina Vargas,Germany,Corporate,479.31000000000006,2024-08
O001282,C0150,SKU0038,28,8.44,2025-07-08,ecommerce,236.32,Gift Box,23.87,1,Diego Vargas,Ecuador,Retail,-432.04,2025-07
O000645,C0072,SKU0009,4,69.63,2025-03-12,retail,278.52,Seasonal,18.4,1,Carlos Sánchez,USA,Retail,204.92,2025-03
O000883,C0085,SKU0056,2,20.22,2024-01-23,wholesale,40.44,Seasonal,17.82,1,Miguel Reyes,UK,Distributor,4.799999999999997,2024-01
O000341,C0073,SKU0052,8,41.85,2025-06-01,ecommerce,334.8,Standard,23.56,1,Jorge Castro,Germany,Retail,146.32000000000002,2025-06
O001331,C0091,SKU0033,43,58.69,2024-03-07,ecommerce,2523.67,Standard,24.14,1,Lucía Mendoza,Germany,Corporate,1485.6499999999999,2024-03
O000347,C0061,SKU0052,41,28.37,2024-11-19,ecommerce,1163.17,Standard,23.56,1,Camila Ramírez,Chile,E-commerce,197.2100000000001,2024-11
O001429,C0158,SKU0019,10,19.59,2024-10-10,wholesale,195.9,Luxury,15.19,1,Diego Ramírez,Netherlands,Corporate,44.0,2024-10
O001316,C0117,SKU0060,4,39.41,2024-04-19,ecommerce,157.64,Gift Box,11.01,1,Lucía Torres,Ecuador,E-commerce,113.6,2024-04
O000305,C0188,SKU0005,36,64.04,2024-06-27,ecommerce,2305.44,Standard,11.72,1,Jorge Ortiz,Spain,Corporate,1883.5200000000002,2024-06
O000037,C0042,SKU0033,37,42.88,2025-10-23,ecommerce,1586.5600000000002,Standard,24.14,1,Lucía Flores,France,Distributor,693.3800000000001,2025-10
O000812,C0182,SKU0008,43,8.88,2024-05-21,wholesale,381.84000000000003,Gift Box,11.97,0,Camila Reyes,USA,Corporate,-132.87,2024-05
O000043,C0018,SKU0042,2,65.26,2025-03-06,ecommerce,130.52,Gift Box,16.94,1,Daniela Reyes,USA,Retail,96.64000000000001,2025-03
O000932,C0176,SKU0017,6,50.64,2025-01-08,wholesale,303.84000000000003,Gift Box,17.7,1,Daniela Rojas,Germany,Retail,197.64,2025-01
O000395,C0009,SKU0057,8,69.16,2026-01-17,ecommerce,553.28,Luxury,12.79,1,Miguel Sánchez,Canada,Wholesale,450.96,2026-01
O000879,C0033,SKU0053,40,16.56,2025-09-28,ecommerce,662.4,Gift Box,6.51,1,Daniela Castro,Ecuador,Retail,401.99999999999994,2025-09
O001396,C0045,SKU0057,13,36.36,2024-12-07,export,472.68,Luxury,12.79,1,María Flores,Ecuador,E-commerce,306.41,2024-12
O001215,C0031,SKU0027,44,38.81,2024-10-05,ecommerce,1707.64,Seasonal,16.9,1,Camila Pérez,Germany,Distributor,964.0400000000002,2024-10
O000734,C0087,SKU0010,46,51.43,2025-01-28,retail,2365.78,Seasonal,10.23,1,Diego Pérez,Ecuador,Retail,1895.2,2025-01
O000460,C0022,SKU0025,7,75.99,2024-01-28,retail,531.93,Luxury,22.08,0,Diego Vargas,Spain,Distributor,377.37,2024-01
O000708,C0039,SKU0052,5,22.76,2024-10-27,retail,113.80000000000001,Standard,23.56,1,Daniela Sánchez,Canada,Wholesale,-3.999999999999986,2024-10
O000424,C0070,SKU0020,26,45.35,2024-08-03,ecommerce,1179.1000000000001,Gift Box,17.29,1,Andrés Reyes,Germany,Distributor,729.5600000000001,2024-08
O001488,C0052,SKU0011,34,73.57,2024-06-06,retail,2501.3799999999997,Luxury,23.93,1,Sofía Torres,USA,Distributor,1687.7599999999998,2024-06
O000927,C0045,SKU0002,5,44.77,2024-01-03,ecommerce,223.85000000000002,Seasonal,14.04,1,María Flores,Ecuador,E-commerce,153.65000000000003,2024-01
O000880,C0150,SKU0036,25,44.87,2024-11-04,ecommerce,1121.75,,6.94,1,Diego Vargas,Ecuador,Retail,948.25,2024-11
O000295,C0063,SKU0029,10,17.21,2025-07-17,wholesale,172.10000000000002,Standard,19.24,0,Daniela Gómez,Spain,Wholesale,-20.299999999999976,2025-07
O000586,C0097,SKU0006,35,19.25,2024-10-02,export,673.75,Gift Box,11.69,1,Fernando Pérez,Canada,Corporate,264.6,2024-10
O000027,C0193,SKU0042,45,63.11,2024-07-06,wholesale,2839.95,Gift Box,16.94,1,Camila Sánchez,UK,Wholesale,2077.65,2024-07
O000681,C0150,SKU0019,15,29.24,2025-07-26,wholesale,438.59999999999997,Luxury,15.19,1,Diego Vargas,Ecuador,Retail,210.74999999999997,2025-07
O001049,C0018,SKU0002,48,10.13,2026-01-21,ecommerce,486.24,Seasonal,14.04,1,Daniela Reyes,USA,Retail,-187.67999999999992,2026-01
O001044,C0025,SKU0014,17,55.97,2024-09-18,export,951.49,Premium,10.9,1,Luis Rojas,France,E-commerce,766.19,2024-09
O000136,C0079,SKU0057,3,54.28,2024-03-05,export,162.84,Luxury,12.79,1,Camila Herrera,Netherlands,Retail,124.47,2024-03
O000511,C0061,SKU0020,42,25.35,2025-02-23,retail,1064.7,Gift Box,17.29,1,Camila Ramírez,Chile,E-commerce,338.5200000000001,2025-02
O000211,C0026,SKU0034,4,57.27,2025-06-27,wholesale,229.08,Gift Box,6.94,1,Andrés Morales,UK,Wholesale,201.32000000000002,2025-06
O000354,C0195,SKU0031,35,60.73,2024-11-06,retail,2125.5499999999997,Standard,23.65,0,Luis Silva,Chile,E-commerce,1297.8,2024-11
O000946,C0155,SKU0045,37,29.34,2025-01-02,retail,1085.58,Premium,16.02,0,Valentina Vargas,Germany,Corporate,492.84000000000003,2025-01
O001251,C0076,SKU0034,20,28.59,2024-07-09,retail,571.8,Gift Box,6.94,1,Lucía Vargas,Germany,Distributor,433.0,2024-07
O000853,C0172,SKU0052,40,76.37,2024-06-18,export,3054.8,Standard,23.56,1,Fernando Rojas,Ecuador,E-commerce,2112.4,2024-06
O000056,C0195,SKU0040,8,16.24,2025-10-14,ecommerce,129.92,Standard,16.39,1,Luis Silva,Chile,E-commerce,-1.200000000000017,2025-10
O000464,C0104,SKU0054,25,79.21,2024-03-19,ecommerce,1980.2499999999998,Standard,6.46,1,Carlos Ortiz,Ecuador,Corporate,1818.75,2024-03
O001424,C0182,SKU0043,49,61.92,2024-01-21,wholesale,3034.08,Standard,7.6,1,Camila Reyes,USA,Corporate,2661.68,2024-01
O001445,C0142,SKU0058,5,60.15,2024-04-10,ecommerce,300.75,Luxury,20.26,1,Lucía Silva,Canada,Wholesale,199.45,2024-04
O000857,C0020,SKU0006,33,67.93,2025-09-14,retail,2241.69,Gift Box,11.69,1,Luis Vargas,Germany,Corporate,1855.9200000000003,2025-09
O000217,C0045,SKU0021,14,60.86,2026-01-20,ecommerce,852.04,Luxury,6.94,1,María Flores,Ecuador,E-commerce,754.88,2026-01
O001441,C0101,SKU0050,19,26.07,2024-04-30,export,495.33,Standard,14.34,1,Daniela Ortiz,Mexico,Wholesale,222.87,2024-04
O000041,C0094,SKU0013,29,19.84,2024-02-29,wholesale,575.36,Luxury,14.1,1,Miguel Rojas,Spain,Wholesale,166.46,2024-02
O000885,C0198,SKU0012,49,22.06,2024-02-02,ecommerce,1080.9399999999998,Standard,23.24,1,Diego Castro,USA,Retail,-57.819999999999986,2024-02
O000397,C0113,SKU0022,41,26.34,2024-09-21,export,1079.94,Gift Box,19.43,1,Lucía Morales,Netherlands,Retail,283.31,2024-09
O001456,C0063,SKU0031,22,55.2,2024-01-01,retail,1214.4,Standard,23.65,0,Daniela Gómez,Spain,Wholesale,694.1000000000001,2024-01
O001057,C0018,SKU0024,16,28.43,2025-07-22,wholesale,454.88,Seasonal,18.59,1,Daniela Reyes,USA,Retail,157.44,2025-07
O001243,C0069,SKU0006,7,61.71,2024-08-08,ecommerce,431.97,Gift Box,11.69,1,Miguel Sánchez,Ecuador,E-commerce,350.14000000000004,2024-08
O001387,C0173,SKU0022,49,34.17,2024-02-16,wholesale,1674.3300000000002,Gift Box,19.43,1,Fernando Pérez,France,Distributor,722.2600000000001,2024-02
O001195,C0142,SKU0052,10,40.62,2025-06-17,ecommerce,406.2,Standard,23.56,1,Lucía Silva,Canada,Wholesale,170.6,2025-06
O001399,C0033,SKU0004,3,28.2,2024-05-19,retail,84.6,Seasonal,8.88,1,Daniela Castro,Ecuador,Retail,57.96,2024-05
O000179,C0043,SKU0043,27,51.98,2025-01-28,retail,1403.4599999999998,Standard,7.6,1,Jorge Ramírez,France,Retail,1198.2599999999998,2025-01
O000177,C0030,SKU0034,43,49.46,2025-10-08,ecommerce,2126.78,Gift Box,6.94,1,Miguel Pérez,Germany,Retail,1828.3600000000001,2025-10
O000741,C0116,SKU0006,30,63.66,2025-12-24,export,1909.8,Gift Box,11.69,1,María Mendoza,Netherlands,E-commerce,1559.1,2025-12
O000508,C0172,SKU0016,33,59.56,2024-09-10,ecommerce,1965.48,Standard,21.82,1,Fernando Rojas,Ecuador,E-commerce,1245.42,2024-09
O000571,C0161,SKU0010,1,50.2,2025-11-14,ecommerce,50.2,Seasonal,10.23,1,Ana Herrera,Chile,Corporate,39.97,2025-11
O000921,C0072,SKU0018,37,18.85,2024-08-13,ecommerce,697.45,Luxury,20.89,0,Carlos Sánchez,USA,Retail,-75.47999999999996,2024-08
O001325,C0046,SKU0055,41,44.04,2024-08-01,retail,1805.6399999999999,Premium,5.84,1,Fernando Reyes,Chile,Retail,1566.2,2024-08
O000301,C0057,SKU0043,32,19.05,2025-11-22,retail,609.6,Standard,7.6,1,María Sánchez,Netherlands,E-commerce,366.40000000000003,2025-11
O001461,C0005,SKU0041,23,78.61,2025-08-12,ecommerce,1808.03,Standard,6.0,0,Daniela Gómez,Germany,Distributor,1670.03,2025-08
